final_model,status,risk,probability,agreement,reason,lstm_prob,rf_prob,agreement_score
Both Models,Normal,Low,0.015442079864442348,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01719062402844429,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019137250259518623,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02013389952480793,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023497752845287323,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021639779210090637,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021680662408471107,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02191062457859516,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.054371498760585266,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01885790377855301,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018721552565693855,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019190283492207527,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017726661637425423,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017548125237226486,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01769978180527687,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01713717356324196,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016122285276651382,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015778101980686188,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015753300860524178,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01581256277859211,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02569439820945263,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.037313010543584824,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03135736659169197,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03906428441405296,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06473208218812943,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.1530410200357437,High,Decision based on LSTM with threshold logic,0.1530410200357437,0.0006369885369315102,0.8475959685011878
LSTM,Suspicious,Medium,0.3697788715362549,Low,Decision based on LSTM with threshold logic,0.3697788715362549,0.0008342566717376784,0.6310553851354828
LSTM,Anomaly,High,0.5386325716972351,Low,Decision based on LSTM with threshold logic,0.5386325716972351,0.0019556183578715715,0.4633230466606365
LSTM,Anomaly,High,0.6004928350448608,Low,Decision based on LSTM with threshold logic,0.6004928350448608,0.020301125363972612,0.4198082903191118
LSTM,Anomaly,High,0.6649465560913086,Low,Decision based on LSTM with threshold logic,0.6649465560913086,0.0019195503830719085,0.3369729942917633
LSTM,Anomaly,High,0.6724944114685059,Low,Decision based on LSTM with threshold logic,0.6724944114685059,0.0014229301748388446,0.328928518706333
LSTM,Anomaly,High,0.543526828289032,Low,Decision based on LSTM with threshold logic,0.543526828289032,0.0012013435886993305,0.4576745152996673
LSTM,Suspicious,Medium,0.2513316571712494,Low,Decision based on LSTM with threshold logic,0.2513316571712494,0.0018733639030248444,0.7505417067317754
LSTM,Suspicious,Medium,0.09362226724624634,High,Decision based on LSTM with threshold logic,0.09362226724624634,0.01752533108542869,0.9239030638391823
Both Models,Normal,Low,0.053547732532024384,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.8245192113585895,Low,Decision based on Random Forest with threshold logic,0.026268228888511658,0.8245192113585895,0.20174901752992214
Random Forest,Suspicious,Medium,0.3902605951736014,Low,Decision based on Random Forest with threshold logic,0.022854723036289215,0.3902605951736014,0.6325941278626879
Random Forest,Anomaly,High,0.7426598353292921,Low,Decision based on Random Forest with threshold logic,0.02566547319293022,0.7426598353292921,0.2830056378636381
Random Forest,Anomaly,High,0.7878364529956984,Low,Decision based on Random Forest with threshold logic,0.019192807376384735,0.7878364529956984,0.23135635438068636
Both Models,Normal,Low,0.055987853747624626,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.2096365935967416,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Suspicious,Medium,0.4555112078696984,Low,Decision based on Random Forest with threshold logic,0.026239484548568726,0.4555112078696984,0.5707282766788704
Both Models,Normal,Low,0.03386061129560467,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02336033061146736,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021118871867656708,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020953964442014694,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021706266328692436,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019586559385061264,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02612539567053318,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03170301020145416,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03495307266712189,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.08154892176389694,High,Decision based on LSTM with threshold logic,0.08154892176389694,0.0069450226871828665,0.925396100923286
LSTM,Suspicious,Medium,0.18412496149539948,High,Decision based on LSTM with threshold logic,0.18412496149539948,0.0019490011108152857,0.8178240396154158
LSTM,Suspicious,Medium,0.346333771944046,Low,Decision based on LSTM with threshold logic,0.346333771944046,0.0018796201910950266,0.655545848247049
LSTM,Anomaly,High,0.5449475049972534,Low,Decision based on LSTM with threshold logic,0.5449475049972534,0.001230101901891614,0.45628259690463824
LSTM,Anomaly,High,0.6035609841346741,Low,Decision based on LSTM with threshold logic,0.6035609841346741,0.0007061167011522759,0.3971451325664782
LSTM,Suspicious,Medium,0.48454177379608154,Low,Decision based on LSTM with threshold logic,0.48454177379608154,0.0020108001945035076,0.517469026398422
LSTM,Anomaly,High,0.5057861804962158,Low,Decision based on LSTM with threshold logic,0.5057861804962158,0.0008965412884524525,0.4951103607922366
LSTM,Anomaly,High,0.6018231511116028,Low,Decision based on LSTM with threshold logic,0.6018231511116028,0.001203464954234589,0.39938031384263184
LSTM,Anomaly,High,0.5866443514823914,Low,Decision based on LSTM with threshold logic,0.5866443514823914,0.0021852049051571624,0.4155408534227658
LSTM,Suspicious,Medium,0.4087114930152893,Low,Decision based on LSTM with threshold logic,0.4087114930152893,0.018906058630891957,0.6101945656156027
LSTM,Suspicious,Medium,0.22934718430042267,Low,Decision based on LSTM with threshold logic,0.22934718430042267,0.006751620674539573,0.7774044363741169
Random Forest,Anomaly,High,0.5389032301416883,Low,Decision based on Random Forest with threshold logic,0.14426325261592865,0.5389032301416883,0.6053600224742404
LSTM,Suspicious,Medium,0.10101509094238281,High,Decision based on LSTM with threshold logic,0.10101509094238281,0.08027426004530731,0.9792591691029245
LSTM,Suspicious,Medium,0.07568150013685226,High,Decision based on LSTM with threshold logic,0.07568150013685226,0.012384099135387823,0.9367025989985356
Random Forest,Anomaly,High,0.8743043522020382,Low,Decision based on Random Forest with threshold logic,0.04382481053471565,0.8743043522020382,0.16952045833267748
Random Forest,Anomaly,High,0.8936802006944885,Low,Decision based on Random Forest with threshold logic,0.03749246895313263,0.8936802006944885,0.14381226825864413
Random Forest,Anomaly,High,0.8288353539192628,Low,Decision based on Random Forest with threshold logic,0.03076934814453125,0.8288353539192628,0.20193399422526848
Random Forest,Suspicious,Medium,0.32716707976967946,Low,Decision based on Random Forest with threshold logic,0.02649492584168911,0.32716707976967946,0.6993278460720096
Both Models,Normal,Low,0.05341278421664164,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018898891285061836,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01879248209297657,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.08335543107522488,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0177775826305151,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01767946593463421,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01771218329668045,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019819475710392,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018959637731313705,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020045319572091103,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01815984398126602,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017339682206511497,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017096860334277153,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016790024936199188,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017604459313318565,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016545100137591362,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01656149886548519,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016521815210580826,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015836581587791443,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01931718923151493,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021029967814683914,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.026498230174183846,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.07866000384092331,High,Decision based on LSTM with threshold logic,0.07866000384092331,0.0011150932165291737,0.9224550893756058
LSTM,Suspicious,Medium,0.11926452815532684,High,Decision based on LSTM with threshold logic,0.11926452815532684,0.0013071360470365782,0.8820426078917097
LSTM,Suspicious,Medium,0.11773011088371277,High,Decision based on LSTM with threshold logic,0.11773011088371277,0.0021813027984376094,0.8844511919147249
Both Models,Normal,Low,0.062165506184101105,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.027039973065257072,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019596852362155914,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020437181011442238,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018318787217140198,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.2415824542688675,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02290187031030655,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02435574308037758,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03801419585943222,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.0950329452753067,High,Decision based on LSTM with threshold logic,0.0950329452753067,0.02719622427252705,0.9321632789972203
LSTM,Suspicious,Medium,0.1476401388645172,High,Decision based on LSTM with threshold logic,0.1476401388645172,0.006112730995431831,0.8584725921309146
LSTM,Suspicious,Medium,0.2621581256389618,Low,Decision based on LSTM with threshold logic,0.2621581256389618,0.001257538506722424,0.7390994128677606
LSTM,Suspicious,Medium,0.4268853962421417,Low,Decision based on LSTM with threshold logic,0.4268853962421417,0.0005483515967080807,0.5736629553545664
LSTM,Anomaly,High,0.5080194473266602,Low,Decision based on LSTM with threshold logic,0.5080194473266602,0.0014993479122256098,0.49347990058556546
LSTM,Suspicious,Medium,0.40167415142059326,Low,Decision based on LSTM with threshold logic,0.40167415142059326,0.0027433210608834675,0.6010691696402902
LSTM,Suspicious,Medium,0.2507869303226471,Low,Decision based on LSTM with threshold logic,0.2507869303226471,0.0023133981657728997,0.7515264678431258
LSTM,Suspicious,Medium,0.09365274012088776,High,Decision based on LSTM with threshold logic,0.09365274012088776,0.0009154976317165602,0.9072627575108287
Both Models,Normal,Low,0.031670939177274704,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018550997599959373,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01723565347492695,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.7055431335535631,Low,Decision based on Random Forest with threshold logic,0.017673589289188385,0.7055431335535631,0.31213045573562526
Both Models,Normal,Low,0.25807934734107196,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.12279006909824791,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0343875777060052,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02022309973835945,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022081755101680756,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021965719759464264,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02028844878077507,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02054225094616413,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.027978772297501564,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04114522412419319,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05856890603899956,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06728463619947433,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05220727622509003,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.057570841163396835,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05695144459605217,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03451145440340042,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03045814298093319,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.030853232368826866,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022666942328214645,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02030251920223236,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019130539149045944,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018781809136271477,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.8485968375910141,Low,Decision based on Random Forest with threshold logic,0.020378077402710915,0.8485968375910141,0.1717812398116968
Both Models,Normal,Low,0.16419396518248738,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.027577446773648262,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04165942221879959,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05544649809598923,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04467758536338806,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.034753311425447464,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02595364674925804,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02239157259464264,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01995401829481125,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018290482461452484,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021374519914388657,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.028803057968616486,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024836139753460884,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019355524331331253,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017818467691540718,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016720188781619072,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016907058656215668,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018029995262622833,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017997657880187035,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01787659339606762,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016178470104932785,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015889029949903488,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015738090500235558,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01600850746035576,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01655336283147335,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016983477398753166,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019168775528669357,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029662517830729485,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.052411895245313644,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04909515380859375,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.042610276490449905,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05693467706441879,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.09654559940099716,High,Decision based on LSTM with threshold logic,0.09654559940099716,0.005485957204769656,0.9089403578037725
LSTM,Suspicious,Medium,0.196483314037323,High,Decision based on LSTM with threshold logic,0.196483314037323,0.0014728229720883902,0.8049895089347654
LSTM,Suspicious,Medium,0.2901747226715088,Low,Decision based on LSTM with threshold logic,0.2901747226715088,0.0011468994298211264,0.7109721767583124
LSTM,Suspicious,Medium,0.31075742840766907,Low,Decision based on LSTM with threshold logic,0.31075742840766907,0.003716727301925404,0.6929592988942563
LSTM,Suspicious,Medium,0.22599822282791138,High,Decision based on LSTM with threshold logic,0.22599822282791138,0.06158764518738148,0.8355894223594701
LSTM,Suspicious,Medium,0.10233547538518906,High,Decision based on LSTM with threshold logic,0.10233547538518906,0.0007909482955876815,0.8984554729103986
Both Models,Normal,Low,0.050418104976415634,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04453105479478836,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0974758802625692,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03447257727384567,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Critical,Very High,0.9492936331960722,Low,Decision based on Random Forest with threshold logic,0.028003331273794174,0.9492936331960722,0.07870969807772199
Random Forest,Anomaly,High,0.5290416310823342,Low,Decision based on Random Forest with threshold logic,0.02169487439095974,0.5290416310823342,0.4926532433086256
Both Models,Normal,Low,0.1717289389075154,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.0796862319111824,High,Decision based on LSTM with threshold logic,0.0796862319111824,0.05049696088732329,0.9708107289761408
LSTM,Suspicious,Medium,0.2181384265422821,Low,Decision based on LSTM with threshold logic,0.2181384265422821,0.0011780684003590627,0.783039641858077
LSTM,Suspicious,Medium,0.315673291683197,Low,Decision based on LSTM with threshold logic,0.315673291683197,0.0020239462874666746,0.6863506546042697
LSTM,Suspicious,Medium,0.4117027521133423,Low,Decision based on LSTM with threshold logic,0.4117027521133423,0.007337057630431324,0.595634305517089
LSTM,Suspicious,Medium,0.41618451476097107,Low,Decision based on LSTM with threshold logic,0.41618451476097107,0.00797008034520313,0.5917855655842321
LSTM,Suspicious,Medium,0.3802662193775177,Low,Decision based on LSTM with threshold logic,0.3802662193775177,0.001359593697821377,0.6210933743203038
LSTM,Suspicious,Medium,0.17250406742095947,High,Decision based on LSTM with threshold logic,0.17250406742095947,0.002704795819252011,0.8302007283982925
LSTM,Suspicious,Medium,0.10254468023777008,High,Decision based on LSTM with threshold logic,0.10254468023777008,0.005456992686304776,0.9029123124485346
Both Models,Normal,Low,0.04004780948162079,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.8866998184158483,Low,Decision based on Random Forest with threshold logic,0.026203908026218414,0.8866998184158483,0.13950408961037009
Both Models,Normal,Low,0.023405572399497032,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.8194582855230605,Low,Decision based on Random Forest with threshold logic,0.01967855542898178,0.8194582855230605,0.20022026990592123
Random Forest,Suspicious,Medium,0.47986454109373355,Low,Decision based on Random Forest with threshold logic,0.01873142458498478,0.47986454109373355,0.5388668834912512
Both Models,Normal,Low,0.02068701945245266,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04334897924103159,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0275607630610466,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.033662572503089905,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03164597973227501,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025434719398617744,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025079548358917236,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02309137023985386,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019216446205973625,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029594783070756442,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015073392540216446,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01640550047159195,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01790117472410202,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019912945106625557,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025227228179574013,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.028409304097294807,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02474994584918022,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018765637651085854,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017773933708667755,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0183155108243227,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019839012995362282,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02360987663269043,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.026541834697127342,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02439715526998043,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024706583470106125,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02314898744225502,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02308862842619419,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02277795411646366,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.026159118860960007,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029854867607355118,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03321407362818718,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.037344302982091904,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0380684956908226,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.037705421447753906,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.033025264739990234,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.027164006605744362,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02209020033478737,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018668096512556076,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0164368636906147,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01747361570596695,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
